claim_id,tweet_id,label
106,1686099683284783104,misleading
107,1685704571782348801,misleading
108,1686146430669344768,false
113,1685740733632856065,misleading
114,1685238044826169344,misleading
114,1685245308081496064,misleading
113,1685750233479716864,misleading
116,1684984318760751104,misleading
115,1685353821910777856,misleading
117,1685207220462776321,false
128,1683576482621276160,misleading
119,1684334355055779841,misleading
140,1681380785117446145,misleading
121,1684312196547850246,misleading
122,1683574583998177280,misleading
123,1683759120980090880,misleading
124,1683755928259002369,misleading
125,1683557818769522690,misleading
126,1683862154728931329,false
127,1683430130855682048,misleading
128,1683575571249262597,misleading
129,1683236937253961728,false
130,1683314951727767552,false
131,1683451255413194753,false
132,1682993748374953984,misleading
133,1682834056625414144,false
134,1683026182294347776,false
135,1680839925799813120,misleading
136,1682272667460616192,misleading
137,1682682658952757248,misleading
138,1682048745221894147,misleading
148,1564373099780489228,true
140,1681366124246577154,misleading
141,1681443070083039232,misleading
142,1681519180221149184,misleading
143,1681347801895129088,false
144,1681276270317895682,misleading
145,1681377172571684874,misleading
148,1564372912467070977,true
152,1536958638933389312,true
148,1680368905334784000,misleading
149,1680122257568309249,misleading
155,1678856083329171458,misleading
151,1679213952071266310,misleading
152,1679314934541189121,misleading
153,1677036676399415301,false
154,1677590768700084225,misleading
156,1677374639180500992,false
161,1446704735902437378,true
158,1678541491159937025,false
161,1447400311245586433,true
161,1470363009163874310,true
161,1677101787705212928,misleading
163,1677714279422652417,misleading
164,1677864504317583360,misleading
165,1677333410283487240,false
166,1676937548566855682,misleading
167,1674891447751827457,misleading
170,1676357907032547329,misleading
169,1675122670499659777,misleading
170,1676349377361723393,misleading
171,1676010494086336513,misleading
172,1675561203559546880,misleading
173,1675408352673771520,false
174,1675893361478074369,misleading
175,1675804620143116289,misleading
179,1676285201117331456,misleading
177,1675052715364302848,misleading
178,1675801657072910337,misleading
179,1675549147452133377,misleading
180,1675688606701088768,misleading
181,1675124068184641536,misleading
182,1675175383866527745,misleading
183,1675244673110093830,misleading
191,403218199803490304,true
185,1674725035414630400,misleading
186,1675111924437069824,misleading
187,1674921141406691328,misleading
189,1674597850486022147,misleading
190,1674405344380956673,misleading
191,1674574686292791297,misleading
192,1674745056991772673,misleading
193,1674491128156942338,misleading
194,1674332355538964482,misleading
195,1674191771402641413,false
196,1674172741522542593,misleading
197,1673396432428998664,misleading
198,1674045810386845699,misleading
199,1673797929583230976,misleading
200,1673077697793105920,misleading
201,1673647914378199042,misleading
202,1673442567613022208,misleading
203,1673409599439863809,misleading
204,1673486471393845249,misleading
205,1673005573867180033,misleading
206,1672523665022255104,misleading
207,1672717533370015746,misleading
208,1672660151206129668,misleading
210,1672344636604465153,misleading
211,1672567584846168064,misleading
212,1672366465419300864,misleading
213,1672070222264795136,misleading
214,1671791589394399234,false
215,1671959145308626967,misleading
216,1671958102101336074,misleading
217,1671698653197606912,misleading
218,1671839393462591488,misleading
219,1671828469674569731,misleading
220,1671349201387626496,misleading
221,1671397639848443906,misleading
222,1668650926972850181,misleading
235,1669033089840947229,misleading
226,1670857609522315275,misleading
227,1670787988626845696,misleading
228,1670511012720656386,misleading
229,1670073770894057472,misleading
230,1669204884359458816,misleading
231,1669086130606686209,misleading
232,1669881266626256916,misleading
234,1669612591516200961,misleading
235,1669287617186103298,misleading
236,1665679736784277505,misleading
237,1543567912623132672,false
238,1668170242579746818,misleading
239,1668573932440674308,misleading
240,1668382670143774728,misleading
241,1665367878277758977,misleading
242,1668895703358119946,misleading
243,1668205848651243523,false
244,1667923106059395072,misleading
245,1667556698830110720,misleading
246,1668190659365183491,misleading
247,1668109330535661568,misleading
248,1667264447650451471,misleading
249,1667656904066170880,false
250,1667541782958161927,misleading
251,1667548237723496449,misleading
252,1667267812807565313,misleading
253,1667453899928743938,misleading
254,1666829653766553602,misleading
255,1667005705545498624,misleading
256,1666715300836900867,misleading
257,1666498273354342425,misleading
260,1619051636504276992,true
260,1619057308503519232,true
260,1665494248840474624,misleading
261,1666456392809566208,misleading
262,1665914435792261120,false
263,1666089584038678529,misleading
264,1666195096629305351,misleading
266,1665499378428067841,false
267,1665616209247608832,false
268,1666039908941611009,misleading
269,1665716121746505729,misleading
270,1665389046690971650,misleading
271,1664991286099685377,misleading
272,1664891256969805824,misleading
274,1665128324480286721,misleading
275,1665029199697002499,misleading
276,1664945718509948928,misleading
277,1664940785135960067,misleading
278,1664558387546185728,false
279,1664956959341019136,misleading
240,1396543068904607749,true
281,1664945614050697217,misleading
282,1663970227648954368,misleading
283,1664030827506745345,misleading
284,1664133558347153408,misleading
286,1663310050494955520,misleading
287,1663185045165690886,misleading
288,1663281113060589568,misleading
289,1662495945693569024,misleading
290,1663198100872101890,misleading
291,1663242911897509888,misleading
292,1661291008200437762,misleading
293,1662884116302295041,misleading
295,1662908280698486794,misleading
296,1662802011463507969,misleading
297,1662912122706165761,misleading
298,1662907135598948354,misleading
299,1662786591234850817,misleading
300,1663152590601715715,false
301,1662867856504025094,misleading
302,1662959311427887105,misleading
303,1662562710997827586,misleading
304,1662862286728437760,misleading
1,1699497528641659044,true
1,1698767184640528560,true
0,1697176297510715702,misleading
1,1699694744706679014,true
0,1697234867182862645,misleading
1,1698710642922836412,true
1,1699772278869794871,true
1,1699781068029849813,true
1,1699856924156534868,true
2,1696757300663316805,false
116,1684981779839496203,misleading
0,1697202601748476393,misleading
0,1698469590215340475,misleading
0,1698091187737931813,misleading
0,1697228919949210057,misleading
0,1697353459513897294,misleading
0,1698669336087441605,true
0,1698330690117378125,true
0,1698381722767741387,true
0,1698373500338082287,true
0,1698315071879799186,true
0,1698044145867079794,true
0,1698023150296981597,true
0,1697681029379580176,true
1,1697597942788661434,misleading
1,1699846008631439466,true
2,1698297930820595821,false
2,1695540352483008537,false
2,1695534667552653457,false
2,1695649116125110329,false
2,1695544363365912784,false
2,1695699328046706866,false
2,1695654445168693729,false
2,1695537748407402610,false
2,1695537994352959910,false
2,1695541607951478884,false
2,1695550817267331333,false
2,1695731806492868724,false
2,1700109225274560653,true
2,1699786054147190789,true
2,1697534449213120861,true
2,1699465435287028121,true
2,1697742639930433816,true
2,1697531395764064424,true
2,1700207375393894808,true
2,1699876178486603938,true
5,1697724967733858790,misleading
5,1697826925593481523,misleading
5,1697726083125113040,misleading
3,1698118191380140053,misleading
3,1698299714653888869,misleading
3,1698408479277416810,misleading
3,623417459601620992,true
3,628910882660188160,true
3,623801950585389056,true
3,628891034479689728,true
4,1698057111211548893,misleading
4,1698911853018333278,misleading
4,1698275345332387906,true
4,1698697435407851708,true
4,1698572027865551018,true
4,1699098275750588849,true
4,1698276182343450989,true
4,1698383175326523724,true
4,1698780107685367821,true
4,1699091654223810779,true
4,1699076829510787349,true
6,1699331044850254002,false
6,1697696515861442745,true
6,1698790467918311758,true
8,1697787540470689818,misleading
8,1697884040408203662,misleading
8,1697884396517220816,misleading
8,1697886848125698361,misleading
8,1698015141319606348,misleading
8,1698365234983862631,misleading
8,1697683533219705060,misleading
8,1697657422813257988,misleading
8,1697635407205196128,misleading
8,1697714120085090689,misleading
8,1698036757475037204,misleading
8,1697649807580442994,misleading
8,1698003429380035049,misleading
8,1697893978136293459,misleading
5,1697870143865446408,misleading
5,1697957666839015625,misleading
5,1697720277507985610,misleading
5,1697879484085506138,misleading
5,1697720703296913702,misleading
5,1698648404593704996,misleading
5,1697725120909885525,misleading
5,1697881680265048561,misleading
5,1697725901289505259,true
5,1697983412697477576,true
5,1697972970264695085,true
5,1697721045912834062,true
5,1697969259702313024,true
5,1697969293307064484,true
7,1695825942424289540,misleading
7,1695200065877381407,misleading
7,877702873823531012,true
7,1695816564342206930,true
7,877854817736990721,true
7,877703863092088832,true
7,877707960339709953,true
7,877696677485793280,true
7,877706300733390848,true
7,877702984578281477,true
7,877811881599148032,true
7,877941522238283776,true
7,877749254781063168,true
8,1697917144132903357,misleading
8,1697897812896203111,misleading
8,1697956288230031748,misleading
8,1697644527391998065,misleading
8,1697916755249594783,misleading
8,1697906125918625924,true
8,1697670113393029450,true
8,1698078346888810886,true
8,1697693366887256416,true
8,1697728254285582404,true
8,1698078090562588958,true
8,1698083705351487508,true
8,1697992873747108293,true
8,1697871985466904768,true
8,1697949259511788028,true
8,1697804048269787245,true
8,1697681875072885028,true
8,1697948652004585741,true
8,1697606545729528142,true
8,1697647947675054458,true
8,1697740079010120146,true
8,1697772769365119411,true
8,1698416544450031845,true
8,1697859401074258399,true
8,1697628229232652785,true
8,1697689827800473817,true
9,1697585747350462511,misleading
9,1697658439747408240,misleading
9,1697568372781686990,misleading
9,1698362071375634806,misleading
9,1699171598702428315,misleading
9,1697635756007649652,misleading
9,1697532240975053278,misleading
9,1532104215472001025,true
9,1532129755155386370,true
9,1532112366153891840,true
9,1537111095940370432,true
9,1532277805760843776,true
9,1537030780865728512,true
11,1697829028592234864,misleading
11,1697744480965734752,misleading
11,1697754345985429891,misleading
11,1697714892688506934,misleading
11,1697727076374089789,misleading
11,1697723890733076927,misleading
11,1697736421379813685,misleading
11,1697750487808790826,misleading
11,1688425819838795776,true
11,1688425595749740544,true
11,1688425962919079936,true
10,1697772897614377220,misleading
10,1697622836863455700,misleading
10,1697562103823925686,misleading
10,1697946167043068112,misleading
10,1698054342324928637,misleading
10,1698078897399546057,misleading
10,1697651969324732622,misleading
10,920179089641820160,true
10,919861063130247169,true
10,920146705215053824,true
10,920169831084756992,true
13,1698426648851272005,misleading
12,1697560311287484730,misleading
12,1697537358273372418,misleading
12,1697876894556049837,misleading
12,1697761796654813389,misleading
12,1697596660673655041,misleading
12,1697593912188113395,misleading
12,1697343296979222611,misleading
12,1646792389992890369,true
12,1379118266279411713,true
12,621162441024475136,true
12,583955786507759616,true
12,583652699540815872,true
12,584717492997791744,true
12,587266002376855552,true
12,587668703933702144,true
18,1696828963299942623,misleading
18,1696928390324912260,misleading
18,1696880384775000433,misleading
19,1697198751230652528,false
19,1625145491645251588,true
19,1625344329459060741,true
19,1626042349653458944,true
19,1626331068520341505,true
19,1624814032338186242,true
19,1624459436512223233,true
19,1625120173727354882,true
19,1627156021998125056,true
11,1688614873846960129,true
11,1688614850493038593,true
11,1688474843178512384,true
11,1688644759915560960,true
11,1688475021914566656,true
15,1694656664350118154,misleading
15,1689805384788119553,misleading
15,1689745919170748417,misleading
15,1695102437776884000,misleading
15,1689784652582576128,misleading
15,1689752054850359296,misleading
15,170083730868813824,true
15,215895875422130176,true
15,215897053878956032,true
15,219377446208815104,true
15,215889947117367296,true
15,215912547965075456,true
15,215924453811560449,true
15,1696975326201491802,true
41,1694611838829253070,false
16,1697153430345670750,misleading
16,1697003284307832858,misleading
16,1697007121051603243,misleading
16,1697005653493953021,misleading
16,1699052261136298071,true
16,1700815125488533570,true
16,1698939000898122111,true
16,1698948889489903619,true
16,1698935339736559722,true
16,1699197591890673908,true
16,1698945914365251624,true
17,1697203780339544250,misleading
17,1697179293464277439,misleading
17,1699068192650604718,misleading
17,1697264985066348579,misleading
17,1698313501641502786,misleading
17,1697321742811685033,misleading
13,1557384265049972736,true
13,1244035180127543298,true
13,1244454907765231616,true
13,1581950255838285824,true
13,1660256000400674816,true
23,1696883054562726351,true
23,1696059887141245326,true
14,1697565723072123098,misleading
14,1697502078946414851,misleading
14,1697196716921852200,misleading
14,1697216651324788997,misleading
14,1697373718454960303,misleading
14,1697592504193860061,misleading
14,1697576658172047361,misleading
14,1697547725133267109,misleading
14,1679849063938682881,true
14,1681989996968919040,true
14,1681842931206873089,true
14,1681597830421463040,true
14,1681567653188476928,true
14,1681561332464713730,true
14,1680250695365148672,true
14,1679593861377564679,true
14,1679464219249459200,true
17,1697347182637031437,misleading
17,1697875746780320025,true
23,1695992032278270272,true
23,1691706045352063236,true
23,1696203448717394157,true
23,1696037777769427353,true
23,1696077369914650832,true
39,1695092974768591287,false
39,1695175706508960144,false
39,1695152749141168581,false
39,1695381151630676002,false
19,1625082879024803843,true
19,1626715279526096897,true
19,1695523730204590507,true
22,1696894580262601113,misleading
22,1696872447906062507,misleading
22,1697500091446137316,misleading
26,1696461577078100182,misleading
26,1696521472217657349,misleading
26,1696829089036837290,misleading
26,1696539823484666315,misleading
26,1696658331530674549,misleading
26,1696477316258443649,misleading
26,1696531870090252551,misleading
26,1696565158103994618,misleading
26,1696488101856579666,misleading
26,1696737859531571589,true
26,1123748531515396098,true
26,1124018369576017920,true
26,1123635980945244167,true
26,1123667406474358787,true
26,1124366783035658241,true
26,1123657149958303746,true
26,1123552943138070528,true
26,1123596627783057409,true
26,1123616499011399682,true
26,1123569705921523712,true
26,1124364850707218432,true
26,1123550738607742976,true
26,1124055075700264960,true
27,1695704435391967424,misleading
27,1695752023373918718,misleading
27,1616834508979847168,misleading
27,1695472169428656300,misleading
27,1696739877725913201,true
27,1677081573915774978,true
27,1677422286989672451,true
27,1676711836295495680,true
27,1695877220273688946,true
27,1649583374556712960,true
20,1696490951378653419,misleading
20,1647671006541037568,misleading
20,1698579258874982848,misleading
20,1698579334271836640,misleading
20,1697318695914090772,misleading
20,1698979947396710493,misleading
20,1700382018427658269,misleading
20,1697666007752470594,misleading
20,1698891292237877551,misleading
20,797766034736418816,true
20,765257607116365824,true
20,795798156009209858,true
20,765878500335112197,true
20,764208437874089985,true
20,765260565052809216,true
20,763662324699922432,true
20,763899734696361986,true
28,1696151348226437431,false
28,1698310687410233745,false
28,1695911349295915477,true
29,1695813947478212870,misleading
29,1695828077417300322,misleading
29,1695017569986494514,misleading
29,1695834275952689614,true
30,1696071077829443771,misleading
30,1700167611147821259,misleading
30,1697253400013152292,misleading
30,1697609380424724745,misleading
30,1698470713533858052,misleading
33,1695689276472598608,false
33,1695609191782588509,false
33,1695669375871668592,false
33,1695570849946816690,false
33,1695743517937508709,false
33,1695493836913492131,false
33,1695868466488611136,false
33,1695771712967594353,false
35,1695522109412286740,misleading
23,1696200584775319831,false
23,1691522901256605697,false
23,1691569992683094325,false
23,1691836187550335178,false
23,1691709000025264157,false
23,1692031200993403259,false
23,1691548112123269122,false
23,1696582753448259967,false
23,1696049916445901215,false
23,1700146489907974544,false
23,1689737950932684800,false
23,1683792780592553990,false
23,1691953181348249766,false
23,1700440519845790184,true
24,1696611792615538928,misleading
24,1696612769703805246,misleading
24,1696615390380437923,misleading
24,1696611535768965360,misleading
24,1696612465776160959,misleading
24,1696618195400933664,misleading
24,142687518545035264,true
24,111791400969965568,true
24,148126919798431744,true
24,143073354218348545,true
24,150287257784422400,true
24,149604945384058880,true
24,149600562785169410,true
24,149968776752922624,true
23,1696197608358789509,true
31,1695834986727772165,false
31,1695950368759275589,false
31,1455492433517727748,false
31,1697641914390999185,false
31,1696188828023701792,false
31,1695837635481129268,false
31,1695894159264030949,false
31,1319691504026292224,false
31,1293996425689399297,false
31,1695837037390119057,false
31,1695875773549195303,true
31,1319215203880439809,true
31,1455322124982407175,true
31,1695896164971778071,true
31,1696264374082539862,true
31,1394787376011022341,true
31,1481364844192350223,true
31,1394784718642630657,true
35,1542885347851476993,misleading
35,1695863958576513136,misleading
35,1695865004187160655,misleading
35,1695864234893058185,misleading
35,1697024022578442281,misleading
35,1695900688692265156,misleading
35,1697580948273893824,misleading
35,1700145979352084737,misleading
35,1700083716721135997,misleading
35,1698367357763149887,misleading
35,1699785025997373466,misleading
35,1700991279793074582,true
35,1699507839956341081,true
35,1699756805700694074,true
35,1699753770719023546,true
35,1699789837933670563,true
35,1699861723207876741,true
35,1699982098898026567,true
35,1700991739874639941,true
35,1699543262992728162,true
35,1699790794239176841,true
37,1695482658774524065,misleading
38,256172757988040704,true
38,277094404265738240,true
38,254207175436685312,true
38,302504235252203520,true
38,290863628498907136,true
38,303210659959689217,true
38,1697180621972365803,true
38,254243977761550336,true
38,291910697951047681,true
38,256011264172634112,true
38,256007391206846465,true
38,1695226408719597801,true
38,305947371139891200,true
38,282246458898534401,true
38,1695511427984060557,true
38,256007648347054080,true
38,256128390820667392,true
38,256126711161303040,true
38,328863783772622848,true
38,337099060215435264,true
38,277160642572591104,true
38,1697169271468491071,true
38,1695529368666140892,true
38,256310121431441408,true
38,256493748182212608,true
38,256559994181414912,true
39,1695173301562396800,false
39,1695173300215808265,false
39,1694373076681609585,false
39,1695152866665628066,false
39,1695154161556283891,false
39,1695418371536208076,false
39,1695397778770243622,false
39,1695105679034286092,false
39,1695536264257171489,false
39,1694802488333943263,false
39,1695103340110098645,false
39,1695138103407644841,false
39,1695358506671448292,true
39,1695181074190541010,true
39,1695496333799596165,true
41,1694608050814870002,false
42,1693373645983297684,true
42,1693675456342438152,true
40,1694930749076414736,false
40,1695096388479070273,false
40,1694894965711663581,false
40,1694882454476128497,false
40,1695225753065980264,false
40,1694899816239656995,false
40,1695150765684252773,false
40,1695058447124054327,false
40,1695016113372086349,false
40,1694858591457464811,true
40,1694859211472052699,true
40,1694982954101948873,true
40,1694859899577000197,true
49,1693510098847502580,misleading
49,1693512934008189412,misleading
49,1693600297891856671,misleading
49,1694106464317563097,misleading
49,1693623910141444238,misleading
49,1693607820992606275,misleading
49,1693605875938689096,misleading
49,1693559485170700576,misleading
49,1693499605583872321,misleading
49,1693212236246839526,true
49,1693174165434413280,true
49,1693226929149645039,true
49,1693173287755428195,true
50,1693654706034250198,true
50,1693668894878081382,true
50,1700988262859624673,true
50,1700665540862255426,true
50,1700655912141086955,true
50,1700442173244666300,true
50,1700417690005852316,true
50,1699796120149561557,true
50,1699784357836452231,true
50,1699723325570687181,true
50,1699698258728116623,true
42,1693891202318254285,true
42,1693696767437451266,true
42,1693952717570417151,true
42,1694608356076351892,true
42,1693638505623171162,true
42,1693558297557655802,true
42,1693517845122920635,true
42,1693497787407569186,true
42,1693544346816037086,true
42,1693910886317170929,true
42,1693396647252820002,true
42,1693658226548461660,true
42,1693539174761091489,true
42,1693006698670121310,true
42,1692807709995770053,true
42,1693489254330953981,true
42,1693498774184669687,true
43,1694631920976441349,false
43,1694627792682471882,false
43,1694628619065200877,false
43,1694646744024334827,false
43,1694631800314679500,false
43,1694627744758317179,false
43,1694628671623930281,true
43,1694626844127998334,true
43,1694627389513363837,true
43,1694660816669171810,true
43,1694630729148141694,true
43,1694761258191401404,true
43,1694628079967035809,true
43,1694628095804821651,true
43,1694628120240726358,true
43,1694632503686975908,true
43,1694630571941544002,true
43,1694628599184138322,true
43,1694631273312993673,true
43,1694628438475260273,true
43,1694628844307636590,true
43,1694640919255961978,true
43,1694627880930537697,true
43,1694634861129028019,true
43,1694642667391492195,true
43,1694629176081355159,true
43,1694627601157865493,true
43,1694650495623721247,true
43,1694635214050332960,true
43,1694629231743946766,true
44,1694364944743981083,misleading
44,1694355730793468290,misleading
44,1694301972415799629,misleading
44,1694596574712680596,misleading
44,1694420140366975276,misleading
44,1694390445105651988,misleading
44,1694634283246268858,misleading
44,1694723862066573723,misleading
44,1694404472766624068,misleading
44,1694753364582539552,misleading
44,1694419459245523247,misleading
45,1693723292668993589,false
45,1693666746664616138,false
45,1693645259366977649,false
45,1693642822941802735,false
45,1693605429593420244,false
45,1693608608120897727,false
45,1693823464468029649,false
45,1693726820703559799,true
46,1693607335774622110,misleading
46,1693890917936009463,misleading
46,1693637327342469565,misleading
46,1693598985582182497,misleading
46,1693626164839940254,misleading
46,1693593355777626266,misleading
46,1693650452166885403,misleading
51,1693255726108455034,misleading
51,1693729064853323986,misleading
51,1693231562458845218,misleading
48,1693730405269061988,misleading
48,1693694147620671885,misleading
48,1693689327937581556,misleading
48,1693735024372183077,misleading
48,1694092750797296078,misleading
48,1693988236140614119,misleading
48,1693963358729334868,misleading
48,1693950982432907638,misleading
48,1693879264980967822,misleading
48,1693849577311355003,misleading
48,1693773592733868222,misleading
48,1693755085061292352,misleading
48,1693733367726883219,misleading
48,1693681819332350355,misleading
48,1685649038798909440,misleading
48,1696654124576600454,true
48,1694424271161008480,true
48,1685701655151378434,true
48,1685967543280734208,true
48,1685377524002357250,true
48,1685566102477156353,true
48,1685808299222892544,true
48,1686009903083614208,true
48,1685968567244668928,true
48,1685707810024108035,true
48,1685636856321339392,true
48,1685819318607511553,true
48,1685732506098667520,true
48,1685717438866825216,true
48,1685712645570093056,true
48,1685403501248000002,true
48,1685679187212857344,true
48,1685779057244266496,true
48,1685858263231774720,true
48,1685817908117606400,true
50,1699698121524092963,true
50,1697169140648214805,true
50,1697168734731792735,true
50,1697168300013244559,true
50,1697167890909143252,true
50,1695798887812894748,true
50,1695287601765220732,true
50,1695286436495306945,true
50,1700859008456827037,true
51,1692656851471470843,misleading
51,1692372295023739156,misleading
51,1692717899234881852,misleading
51,1692544786056572978,misleading
52,1693924980755427366,misleading
52,1694371221649965394,misleading
52,1693899690859749767,misleading
52,1693329699072569421,true
53,1692967038996636126,misleading
53,1694319182978916598,misleading
53,1693057806595764550,misleading
55,1693152306756198636,misleading
55,1693239685319987326,misleading
55,1693218060008644664,misleading
55,1693553009198776708,misleading
55,1693327666579993083,misleading
55,1693980168115601745,misleading
55,1677052036699897856,misleading
55,1694453070237765729,misleading
55,1693969057563685029,misleading
55,1693200400516563298,misleading
55,658932440564678656,true
55,513814154944061440,true
55,514057906103152640,true
56,1692923195693600817,misleading
56,1693179913098969497,misleading
56,1694609636823793676,misleading
56,1693825399153692804,misleading
56,1693683928807207093,misleading
54,1692513621463507324,misleading
54,1692672374095708312,misleading
54,1692513487732248638,misleading
54,1692740365512523814,misleading
54,1692580998725128199,misleading
54,1692573587537117206,misleading
54,1675609241967525894,true
54,1569436300297773056,true
57,1692903193666072730,misleading
57,1692904926580494506,misleading
57,1692701870853169184,misleading
57,1692619948353302897,true
57,1692596976909430928,true
57,1692355714076066248,true
57,1692353947103908283,true
57,1692352360297697657,true
57,1692351869316718712,true
58,1692638208952328265,false
58,1692634138199941322,false
58,1677222391431196673,false
58,993898324729180162,false
58,950245078550884353,false
58,1692685867444318274,true
58,1692838616031014926,true
58,1691756921500401824,true
58,1691774766066123171,true
58,1691964500340019502,true
58,1691776743856541881,true
58,1692645674611851494,true
58,1693013270863413491,true
60,1693018771818950760,false
60,1692923729255264297,false
60,1693595856379711710,false
60,1692949739086442664,false
60,1693932568872182256,false
56,1693646273113444640,misleading
56,1693609131100209645,misleading
56,1693574261623972325,misleading
56,1693548498572963991,misleading
56,1693543567740854389,misleading
56,1693443992610869710,misleading
56,1693349133942174202,misleading
56,1693301189712957750,misleading
56,1693278460494414297,misleading
56,1693277191302209730,misleading
56,1693276710111007077,misleading
56,1693260055838167483,misleading
56,1693246505417687099,misleading
56,1693238064531816459,misleading
56,1693227513277731017,misleading
56,1693226877714833660,misleading
56,1693225784230490386,misleading
56,1693225634862968923,misleading
56,1693225432097624166,misleading
56,1693225280595255540,misleading
56,1693225222730625427,misleading
56,1693225152933240908,misleading
56,1693225105847902702,misleading
56,1693224995986584058,misleading
56,1693224992488435727,misleading
56,1693224813890814089,misleading
56,1693224778973266169,misleading
56,1693224725625901226,misleading
56,1693224693916942589,misleading
56,1693224631266656673,misleading
56,1693224493991211322,misleading
56,1693224388483563535,misleading
56,1693224387632070985,misleading
56,1693223856515739721,misleading
56,1693216461391614199,misleading
56,1693209419910115670,misleading
56,1693199416352473556,misleading
56,1693196752948433179,misleading
56,1693194170599415942,misleading
56,1693630527259980006,true
56,1693255133155512584,true
56,1693251345468277170,true
56,1693190124983423289,true
56,1693152459487633471,true
56,1692973664948388138,true
56,1695887534063071345,true
56,1692961409359868148,true
56,1692962977484362056,true
67,1691558078213177413,misleading
67,1691585280648605775,misleading
67,1691584346275160551,misleading
67,1691564009596563634,misleading
67,1691594447769813094,misleading
67,1691622931510538457,misleading
67,1691704001761317129,misleading
67,1691911290309193791,misleading
67,1691764993803661381,true
67,1691781859959562593,true
67,1691771786852208756,true
67,1691570835339813117,true
67,1691600032040882330,true
67,1691950594624213427,true
67,1691530154042920960,true
67,1691942008326422897,true
67,1691608210224902643,true
68,1691526537336520704,misleading
68,1691465598625259520,misleading
68,1691277949406736384,misleading
60,1693174327053599096,false
60,1692955182970159134,false
60,1693601314624676161,false
60,1693021774122750365,false
60,1693360873488658659,false
60,1693525054095503840,false
60,1693396909761696151,false
60,1693236096778297822,false
61,1692656628867244047,misleading
61,1692644773692113202,misleading
61,1694024759703482783,misleading
61,1693932213992091874,misleading
61,1693007862404948005,misleading
61,1692928060792709452,misleading
61,1693935166798889055,misleading
61,1692660845849842004,misleading
61,1693050852729139388,misleading
61,1698509603393134949,misleading
61,1693292033908085042,misleading
61,1692728987846332691,misleading
61,1296088112121225216,misleading
61,1692452723969368395,misleading
61,1693270742631112910,true
62,1692568521371214221,misleading
62,1693642809071251536,misleading
62,1693002272244961394,misleading
62,1692825131591057549,misleading
62,990112311812730881,misleading
62,1692768762007543875,misleading
62,1693036749981647152,misleading
62,1088309506424086533,misleading
62,990629807481176064,misleading
62,1694707161807593614,true
62,1694701501862523320,true
62,1693009120645804185,true
63,1692524008418201688,false
63,1692522306285797399,false
63,1692654588866793505,false
63,1692699280757145628,false
63,1692806910498529746,false
63,1692571001073086476,false
63,1692748044268142791,false
63,1692522664328393095,false
63,1692583869487178047,false
64,1692307951573217730,misleading
64,1692324843113292203,misleading
