claim_id,tweet_id,tweet_link,misbar_url
10,1697644946981892333,https://twitter.com/anyuser/status/1697644946981892333,https://misbar.com/factcheck/2023/09/02/%D8%A7%D9%84%D9%81%D9%8A%D8%AF%D9%8A%D9%88-%D9%82%D8%AF%D9%8A%D9%85-%D9%88%D9%84%D9%8A%D8%B3-%D9%84%D8%A8%D9%83%D8%A7%D8%A1-%D8%B6%D8%A8%D8%A7%D8%B7-%D9%85%D9%86-%D9%82%D8%B3%D8%AF-%D8%A8%D8%B3%D8%A8%D8%A8-%D8%AA%D8%AE%D9%84%D9%8A-%D8%A7%D9%84%D9%88%D9%84%D8%A7%D9%8A%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%AA%D8%AD%D8%AF%D8%A9-%D8%B9%D9%86%D9%87%D9%85
11,1697715448882618450,https://twitter.com/anyuser/status/1697715448882618450,https://misbar.com/factcheck/2023/09/02/%D8%A7%D9%84%D9%81%D9%8A%D8%AF%D9%8A%D9%88-%D9%84%D9%8A%D8%B3-%D9%84%D9%82%D8%B5%D9%81-%D8%A7%D9%84%D8%AA%D8%AD%D8%A7%D9%84%D9%81-%D8%A7%D9%84%D8%AF%D9%88%D9%84%D9%8A-%D9%85%D9%88%D8%A7%D9%82%D8%B9-%D8%A5%D9%8A%D8%B1%D8%A7%D9%86%D9%8A%D8%A9-%D8%B9%D9%84-%D8%A7%D9%84%D8%AD%D8%AF%D9%88%D8%AF-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82%D9%8A%D8%A9-%D8%A7%D9%84%D8%B3%D9%88%D8%B1%D9%8A%D8%A9-%D8%AD%D8%AF%D9%8A%D8%AB%D8%A7
12,1697564098081280462,https://twitter.com/anyuser/status/1697564098081280462,https://misbar.com/factcheck/2023/09/02/%D8%A7%D9%84%D9%81%D9%8A%D8%AF%D9%8A%D9%88-%D9%82%D8%AF%D9%8A%D9%85-%D9%88%D9%84%D9%8A%D8%B3-%D9%84%D8%AF%D8%B9%D9%88%D8%A9-%D9%85%D8%B3%D8%A7%D8%AC%D8%AF-%D9%81%D9%8A-%D8%AF%D9%8A%D8%B1-%D8%A7%D9%84%D8%B2%D9%88%D8%B1-%D8%A5%D9%84-%D8%A7%D9%84%D8%AC%D9%87%D8%A7%D8%AF-%D8%AE%D9%84%D8%A7%D9%84-%D8%A7%D9%84%D8%A7%D8%B4%D8%AA%D8%A8%D8%A7%D9%83%D8%A7%D8%AA-%D8%A7%D9%84%D8%A3%D8%AE%D9%8A%D8%B1%D8%A9
13,1696640015206326418,https://twitter.com/anyuser/status/1696640015206326418,https://misbar.com/factcheck/2023/09/01/%D8%A7%D9%84%D9%81%D9%8A%D8%AF%D9%8A%D9%88-%D9%82%D8%AF%D9%8A%D9%85-%D9%88%D9%84%D9%8A%D8%B3-%D9%85%D9%86-%D8%A7%D8%B4%D8%AA%D8%A8%D8%A7%D9%83%D8%A7%D8%AA-%D8%B9%D8%B4%D8%A7%D8%A6%D8%B1-%D8%AF%D9%8A%D8%B1-%D8%A7%D9%84%D8%B2%D9%88%D8%B1-%D9%85%D8%B9-%D9%82%D8%B3%D8%AF
14,1697431624705614124,https://twitter.com/anyuser/status/1697431624705614124,https://misbar.com/factcheck/2023/09/01/%D8%A7%D9%84%D9%81%D9%8A%D8%AF%D9%8A%D9%88-%D9%84%D9%85%D8%B8%D8%A7%D9%87%D8%B1%D8%A7%D8%AA-%D9%81%D9%8A-%D9%83%D9%8A%D9%86%D9%8A%D8%A7-%D9%88%D9%84%D9%8A%D8%B3-%D9%84%D8%B9%D8%B5%D8%A7%D8%A8%D8%A7%D8%AA-%D8%AA%D8%AC%D8%AA%D8%A7%D8%AD-%D9%85%D8%AF%D9%86-%D9%87%D8%A7%D9%8A%D8%AA%D9%8A
15,1695839887105081675,https://twitter.com/anyuser/status/1695839887105081675,https://misbar.com/factcheck/2023/09/01/%D9%81%D9%8A%D8%AF%D9%8A%D9%88-%D8%A7%D9%86%D8%B4%D9%82%D8%A7%D9%82-%D8%A3%D8%B1%D8%A8%D8%B9%D8%A9-%D8%B6%D8%A8%D8%A7%D8%B7-%D8%B9%D9%86-%D8%AC%D9%8A%D8%B4-%D8%A7%D9%84%D9%86%D8%B8%D8%A7%D9%85-%D8%A7%D9%84%D8%B3%D9%88%D8%B1%D9%8A-%D9%82%D8%AF%D9%8A%D9%85-%D9%88%D9%84%D9%8A%D8%B3-%D8%A8%D8%B9%D8%AF-%D8%A7%D8%AD%D8%AA%D8%AC%D8%A7%D8%AC%D8%A7%D8%AA-%D8%A7%D9%84%D8%B3%D9%88%D9%8A%D8%AF%D8%A7%D8%A1
16,1696998636435997146,https://twitter.com/anyuser/status/1696998636435997146,https://misbar.com/factcheck/2023/08/31/%D8%A7%D9%84%D9%81%D9%8A%D8%AF%D9%8A%D9%88-%D9%82%D8%AF%D9%8A%D9%85-%D9%88%D9%84%D9%8A%D8%B3-%D9%84%D8%A7%D8%B3%D8%AA%D9%87%D8%AF%D8%A7%D9%81-%D8%AC%D9%86%D9%88%D8%AF-%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84%D9%8A%D9%8A%D9%86-%D9%81%D9%8A-%D9%86%D8%A7%D8%A8%D9%84%D8%B3-%D8%AD%D8%AF%D9%8A%D8%AB%D8%A7
17,"1697202360563450337
","https://twitter.com/anyuser/status/1697202360563450337
",https://misbar.com/factcheck
18,1696641366757978497,https://twitter.com/anyuser/status/1696641366757978497,https://misbar.com/factcheck/2023/08/31/%D9%81%D9%8A%D8%AF%D9%8A%D9%88-%D8%A7%D9%84%D9%82%D9%8A%D8%A7%D8%AF%D9%8A-%D9%81%D9%8A-%D8%A7%D9%84%D8%B9%D9%85%D8%A7%D9%84-%D8%A7%D9%84%D9%83%D8%B1%D8%AF%D8%B3%D8%AA%D8%A7%D9%86%D9%8A-%D8%A7%D9%84%D8%B0%D9%8A-%D9%8A%D9%87%D8%AF%D8%AF-%D8%B9%D8%B1%D8%A8-%D8%AF%D9%8A%D8%B1-%D8%A7%D9%84%D8%B2%D9%88%D8%B1-%D9%84%D9%8A%D8%B3-%D8%B9%D9%82%D8%A8-%D8%A7%D8%B4%D8%AA%D8%A8%D8%A7%D9%83%D8%A7%D8%AA-%D8%B9%D8%B4%D8%A7%D8%A6%D8%B1-%D9%85%D8%B9-%D9%82%D8%B3%D8%AF
19,1696387235015163916,https://twitter.com/anyuser/status/1696387235015163916,https://misbar.com/factcheck/2023/08/31/%D8%A7%D9%84%D9%81%D9%8A%D8%AF%D9%8A%D9%88-%D9%85%D9%81%D8%A8%D8%B1%D9%83-%D9%88%D9%84%D9%8A%D8%B3-%D9%84%D8%A7%D8%AE%D8%AA%D8%B1%D8%A7%D9%82-%D8%A3%D9%84%D9%8A%D9%83%D8%B3-%D8%AC%D9%88%D9%86%D8%B2-%D8%A8%D8%AB-%D8%A7%D9%84%D9%82%D9%85%D8%A9-%D8%A7%D9%84%D8%B9%D8%A7%D9%84%D9%85%D9%8A%D8%A9-%D9%84%D9%84%D8%AD%D9%83%D9%88%D9%85%D8%A7%D8%AA-%D9%81%D9%8A-%D8%AF%D8%A8%D9%8A
20,1696489507783057662,https://twitter.com/anyuser/status/1696489507783057662,https://misbar.com/factcheck/2023/08/30/%D9%81%D9%8A%D8%AF%D9%8A%D9%88-%D8%AA%D8%B1%D8%A7%D9%85%D8%A8-%D9%88%D9%87%D9%88-%D9%8A%D9%87%D8%A7%D8%AC%D9%85-%D8%A3%D9%88%D8%A8%D8%A7%D9%85%D8%A7-%D9%88%D9%83%D9%84%D9%8A%D9%86%D8%AA%D9%88%D9%86-%D9%82%D8%AF%D9%8A%D9%85-%D9%88%D9%84%D9%8A%D8%B3-%D8%A8%D8%B9%D8%AF-%D8%AE%D8%B1%D9%88%D8%AC%D9%87-%D9%85%D9%86-%D8%A7%D9%84%D8%AD%D8%A8%D8%B3
22,1696859486646899012,https://twitter.com/anyuser/status/1696859486646899012,https://misbar.com/factcheck/2023/08/30/%D8%A7%D9%84%D9%85%D8%B8%D8%A7%D9%87%D8%B1%D8%A9-%D8%A7%D9%84%D9%85%D9%86%D8%A7%D9%87%D8%B6%D8%A9-%D9%84%D9%85%D8%AD%D9%85%D8%AF-%D8%A7%D9%84%D8%B3%D8%A7%D8%AF%D8%B3-%D9%88%D8%B9%D9%84%D9%8A-%D8%A8%D9%88%D9%86%D8%BA%D9%88-%D9%82%D8%AF%D9%8A%D9%85%D8%A9-%D9%88%D9%84%D8%A7-%D8%AA%D8%AA%D8%B2%D8%A7%D9%85%D9%86-%D9%85%D8%B9-%D8%A7%D9%86%D9%82%D9%84%D8%A7%D8%A8-%D8%A7%D9%84%D8%BA%D8%A7%D8%A8%D9%88%D9%86-%D8%A7%D9%84%D8%A3%D8%AE%D9%8A%D8%B1
23,1695878795398467712,https://twitter.com/anyuser/status/1695878795398467712,https://misbar.com/factcheck/2023/08/30/%D8%AF%D9%8A%D8%A7%D9%86%D8%A7-%D9%84%D9%8A%D9%86%D8%B3%D9%83%D8%A7-%D8%B9%D9%84-%D9%82%D9%8A%D8%AF-%D8%A7%D9%84%D8%AD%D9%8A%D8%A7%D8%A9-%D9%88%D9%84%D9%85-%D9%8A%D8%AA%D9%85-%D8%A7%D8%BA%D8%AA%D9%8A%D8%A7%D9%84%D9%87%D8%A7-%D9%84%D8%AD%D8%AF%D9%8A%D8%AB%D9%87%D8%A7-%D8%B9%D9%86-%D9%85%D8%AE%D8%B7%D8%B7-%D9%84%D9%86%D8%B4%D8%B1-%D8%A7%D9%84%D8%A3%D9%88%D8%A8%D8%A6%D8%A9
24,1696612331038360017,https://twitter.com/anyuser/status/1696612331038360017,https://misbar.com/factcheck/2023/08/30/%D8%A7%D9%84%D9%81%D9%8A%D8%AF%D9%8A%D9%88-%D9%84%D9%85%D8%B8%D8%A7%D9%87%D8%B1%D8%A9-%D8%AE%D8%B1%D8%AC%D8%AA-%D9%81%D9%8A-%D8%AD%D9%84%D8%A8-%D8%B6%D8%AF-%D8%A7%D9%84%D9%86%D8%B8%D8%A7%D9%85-%D8%A7%D9%84%D8%B3%D9%88%D8%B1%D9%8A-%D8%B9%D8%A7%D9%85-2011-%D9%88%D9%84%D9%8A%D8%B3-%D8%AD%D8%AF%D9%8A%D8%AB%D8%A7
26,1696499456328294632,https://twitter.com/anyuser/status/1696499456328294632,https://misbar.com/factcheck/2023/08/29/%D9%81%D9%8A%D8%AF%D9%8A%D9%88-%D8%B2%D9%8A%D8%A7%D8%B1%D8%A9-%D8%B1%D8%A6%D9%8A%D8%B3-%D8%A7%D9%84%D9%85%D8%AC%D9%84%D8%B3-%D8%A7%D9%84%D8%A7%D9%86%D8%AA%D9%82%D8%A7%D9%84%D9%8A-%D8%A7%D9%84%D8%AC%D9%86%D9%88%D8%A8%D9%8A-%D8%A7%D9%84%D9%8A%D9%85%D9%86%D9%8A-%D9%84%D8%AC%D8%A8%D9%87%D8%A9-%D9%8A%D8%A7%D9%81%D8%B9-%D9%82%D8%AF%D9%8A%D9%85
27,1696098290637373649,https://twitter.com/anyuser/status/1696098290637373649,https://misbar.com/factcheck/2023/08/29/%D8%A7%D9%84%D8%B5%D9%88%D8%B1%D8%A9-%D9%84%D9%8A%D8%B3%D8%AA-%D9%85%D9%86-%D9%85%D8%AD%D8%B7%D8%A9-%D8%AA%D8%AD%D9%84%D9%8A%D8%A9-%D9%85%D9%8A%D8%A7%D9%87-%D8%A7%D9%84%D8%A8%D8%AD%D8%B1-%D9%81%D9%8A-%D8%A2%D8%B3%D9%81%D9%8A-%D8%A7%D9%84%D9%85%D8%BA%D8%B1%D8%A8%D9%8A%D8%A9
28,1696257337244225609,https://twitter.com/anyuser/status/1696257337244225609,https://misbar.com/factcheck/2023/08/29/%D8%A7%D9%84%D9%85%D9%86%D8%B4%D9%88%D8%B1-%D8%A7%D9%84%D9%85%D9%86%D8%B3%D9%88%D8%A8-%D9%84%D9%86%D8%AC%D9%84%D8%A7%D8%A1-%D8%A7%D9%84%D9%85%D9%86%D9%82%D9%88%D8%B4-%D8%A8%D8%A3%D9%86-%D9%84%D9%82%D8%A7%D8%A1%D9%87%D8%A7-%D8%A8%D9%83%D9%88%D9%87%D9%8A%D9%86-%D9%83%D8%A7%D9%86-%D8%A8%D8%B7%D9%84%D8%A8-%D9%85%D9%86-%D8%A7%D9%84%D8%AF%D8%A8%D9%8A%D8%A8%D8%A9-%D9%85%D9%81%D8%A8%D8%B1%D9%83
29,1695770477933809935,https://twitter.com/anyuser/status/1695770477933809935,https://misbar.com/factcheck/2023/08/28/%D8%A7%D9%84%D9%85%D8%B8%D8%A7%D9%87%D8%B1%D8%A9-%D9%85%D9%86-%D9%85%D8%AF%D9%8A%D9%86%D8%A9-%D8%AD%D9%85%D8%A7%D8%A9-2011-%D9%88%D9%84%D9%8A%D8%B3%D8%AA-%D9%85%D9%86-%D8%A7%D8%AD%D8%AA%D8%AC%D8%A7%D8%AC%D8%A7%D8%AA-%D8%A7%D9%84%D8%B3%D9%88%D9%8A%D8%AF%D8%A7%D8%A1-%D8%A7%D9%84%D8%A3%D8%AE%D9%8A%D8%B1%D8%A9
30,1695803396756824239,https://twitter.com/anyuser/status/1695803396756824239,https://misbar.com/factcheck/2023/08/28/%D9%81%D9%8A%D8%AF%D9%8A%D9%88-%D9%84%D9%82%D8%A7%D8%A1-%D8%B5%D9%84%D8%A7%D8%AD-%D9%88%D8%B1%D8%A7%D9%85%D9%88%D8%B3-%D9%82%D8%AF%D9%8A%D9%85-%D9%88%D9%84%D9%8A%D8%B3-%D8%B9%D9%82%D8%A8-%D8%A7%D9%84%D8%AD%D8%AF%D9%8A%D8%AB-%D8%B9%D9%86-%D8%A7%D9%86%D8%AA%D9%82%D8%A7%D9%84%D9%87%D9%85%D8%A7-%D8%A5%D9%84-%D8%A7%D9%84%D8%A7%D8%AA%D8%AD%D8%A7%D8%AF-%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A
31,1695830460671082768,https://twitter.com/anyuser/status/1695830460671082768,https://misbar.com/factcheck/2023/08/28/%D9%84%D9%8A%D8%A8%D9%8A%D8%A7-%D9%84%D9%85-%D8%AA%D8%B9%D9%84%D9%86-%D8%AA%D8%B7%D8%A8%D9%8A%D8%B9-%D8%B9%D9%84%D8%A7%D9%82%D8%A7%D8%AA%D9%87%D8%A7-%D9%85%D8%B9-%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84-%D8%A8%D9%84-%D8%A7%D8%AA%D8%AE%D8%B0%D8%AA-%D8%A5%D8%AC%D8%B1%D8%A7%D8%A1%D8%A7%D8%AA-%D8%B6%D8%AF-%D9%86%D8%AC%D9%84%D8%A7%D8%A1-%D8%A7%D9%84%D9%85%D9%86%D9%82%D9%88%D8%B4
33,1695562752394220008,https://twitter.com/anyuser/status/1695562752394220008,https://misbar.com/factcheck/2023/08/27/%D9%84%D9%8A%D8%B2-%D9%84%D9%85-%D8%AA%D8%B9%D9%84%D9%86-%D8%B9%D9%86-%D8%B4%D9%8A%D8%A8%D8%B3-%D8%AC%D8%AF%D9%8A%D8%AF-%D8%A8%D9%86%D9%83%D9%87%D8%A9-%D8%A7%D9%84%D9%85%D8%A7%D8%AA%D8%B4%D8%A7
35,1695731917465759785,https://twitter.com/anyuser/status/1695731917465759785,https://misbar.com/factcheck/2023/08/27/%D8%A7%D9%84%D9%81%D9%8A%D8%AF%D9%8A%D9%88-%D9%82%D8%AF%D9%8A%D9%85-%D9%88%D9%84%D9%85-%D9%8A%D9%86%D8%B4%D8%B1%D9%87-%D9%85%D8%AD%D9%85%D8%AF-%D8%B5%D9%84%D8%A7%D8%AD-%D9%84%D9%84%D8%B1%D8%AF-%D8%B9%D9%84-%D8%A3%D9%86%D8%A8%D8%A7%D8%A1-%D8%B1%D8%AD%D9%8A%D9%84%D9%87-%D8%B9%D9%86-%D9%84%D9%8A%D9%81%D8%B1%D8%A8%D9%88%D9%84
37,1695415669133627612,https://twitter.com/anyuser/status/1695415669133627612,https://misbar.com/factcheck/2023/08/27/%D8%A7%D9%84%D9%81%D9%8A%D8%AF%D9%8A%D9%88-%D9%84%D9%8A%D8%B3-%D9%84%D9%82%D8%B5%D9%81-%D8%A7%D9%84%D8%B7%D9%8A%D8%B1%D8%A7%D9%86-%D8%A7%D9%84%D8%B3%D9%88%D8%AF%D8%A7%D9%86%D9%8A-%D9%82%D8%A7%D9%81%D9%84%D8%A9-%D8%A3%D8%B3%D9%84%D8%AD%D8%A9-%D9%82%D8%A7%D8%AF%D9%85%D8%A9-%D9%85%D9%86-%D9%84%D9%8A%D8%A8%D9%8A%D8%A7
38,1695188574818210113,https://twitter.com/anyuser/status/1695188574818210113,https://misbar.com/factcheck/2023/08/26/%D9%81%D9%8A%D8%AF%D9%8A%D9%88-%D8%A5%D8%B9%D9%84%D8%A7%D9%86-%D8%B6%D8%A7%D8%A8%D8%B7%D8%A9-%D9%84%D8%A7%D9%86%D8%B4%D9%82%D8%A7%D9%82%D9%87%D8%A7-%D9%82%D8%AF%D9%8A%D9%85-%D9%88%D9%84%D9%8A%D8%B3-%D8%B9%D9%82%D8%A8-%D8%A7%D9%84%D8%A7%D8%AD%D8%AA%D8%AC%D8%A7%D8%AC%D8%A7%D8%AA-%D8%A7%D9%84%D8%A3%D8%AE%D9%8A%D8%B1%D8%A9-%D9%81%D9%8A-%D8%B3%D9%88%D8%B1%D9%8A%D8%A7
39,1695351317294661835,https://twitter.com/anyuser/status/1695351317294661835,https://misbar.com/factcheck/2023/08/26/%D8%A8%D8%B1%D9%8A%D9%83%D8%B3-%D9%84%D9%85-%D8%AA%D8%B9%D9%84%D9%86-%D9%85%D9%86%D8%AD-%D8%A7%D9%84%D8%AC%D8%B2%D8%A7%D8%A6%D8%B1-%D9%88%D8%A5%D9%86%D8%AF%D9%88%D9%86%D9%8A%D8%B3%D9%8A%D8%A7-%D8%B5%D9%81%D8%A9-%D9%85%D9%84%D8%A7%D8%AD%D8%B8-%D9%81%D9%8A-%D8%A7%D9%84%D9%85%D8%AC%D9%85%D9%88%D8%B9%D8%A9
40,1695011523758805005,https://twitter.com/anyuser/status/1695011523758805005,https://misbar.com/factcheck/2023/08/25/%D8%A7%D9%84%D9%81%D9%8A%D8%AF%D9%8A%D9%88-%D9%85%D8%B9%D8%AF%D9%84-%D9%88%D9%84%D9%8A%D8%B3-%D9%84%D8%B1%D8%AF%D8%A9-%D9%81%D8%B9%D9%84-%D8%A3%D9%85%D9%8A%D8%B1%D9%83%D9%8A%D9%8A%D9%86-%D8%B9%D9%86%D8%AF-%D8%B9%D8%B1%D8%B6-%D8%B5%D9%88%D8%B1%D8%A9-%D8%AA%D8%B1%D8%A7%D9%85%D8%A8-%D8%A7%D9%84%D8%AC%D9%86%D8%A7%D8%A6%D9%8A%D8%A9
41,1694607557594054668,https://twitter.com/anyuser/status/1694607557594054668,https://misbar.com/factcheck/2023/08/24/%D9%81%D9%8A%D8%AF%D9%8A%D9%88-%D8%A7%D9%84%D8%B3%D8%AD%D8%A7%D8%A8%D8%A9-%D8%A7%D9%84%D8%AA%D9%8A-%D9%84%D9%87%D8%A7-%D8%B4%D9%83%D9%84-%D8%AA%D9%86%D9%8A%D9%86-%D9%8A%D8%A3%D9%83%D9%84-%D8%A7%D9%84%D8%B4%D9%85%D8%B3-%D9%85%D8%B9%D8%AF%D9%84-%D9%88%D9%84%D9%8A%D8%B3-%D8%AD%D9%82%D9%8A%D9%82%D9%8A%D8%A7
42,1693591903369900133,https://twitter.com/anyuser/status/1693591903369900133,https://misbar.com/factcheck/2023/08/24/%D8%A7%D9%84%D8%B5%D9%88%D8%B1%D8%A9-%D9%84%D9%8A%D8%B3%D8%AA-%D9%84%D9%85%D8%A8%D9%86-%D8%A7%D9%84%D8%AC%D8%B2%D9%8A%D8%B1%D8%A9-%D9%81%D9%8A-%D9%85%D8%AD%D8%B7%D8%A9-%D8%A7%D9%84%D8%B6%D8%A8%D8%B9%D8%A9-%D8%A7%D9%84%D9%86%D9%88%D9%88%D9%8A%D8%A9-%D9%81%D9%8A-%D9%85%D8%B5%D8%B1
